"locallevel_fullcode","province","district_code","district","locallevel_code","locallevel_name","locallevel_name_nepali","locallevel_type","wards"
23310,2,33,"Bara",10,"Nijgadh","निजगढ नगरपालिका","Nagarpalika",13
23311,2,33,"Bara",11,"Pacharauta","पचरौता नगरपालिका","Nagarpalika",9
23312,2,33,"Bara",12,"Parwanipur","परवानीपुर गाउँपालिका","Gaunpalika",5
23313,2,33,"Bara",13,"Pheta","फेटा गाउँपालिका","Gaunpalika",7
23314,2,33,"Bara",14,"Prasauni","प्रसौनी गाउँपालिका","Gaunpalika",7
23315,2,33,"Bara",15,"Simraungadh","सिम्रौनगढ नगरपालिका","Nagarpalika",11
23316,2,33,"Bara",16,"Suwarna","सुवर्ण गाउँपालिका","Gaunpalika",8
23388,2,33,"Bara",88,"Parsa Wildlife Reserve","","Wildlife Reserve",NA
23401,2,34,"Parsa",1,"Bahudaramai","बहुदरमाई नगरपालिका","Nagarpalika",9
23402,2,34,"Parsa",2,"Bindabasini","बिन्दबासिनी गाउँपालिका","Gaunpalika",5
23403,2,34,"Parsa",3,"Birgunj","बिरगंज महानगरपालिका","Mahanagarpalika",32
23404,2,34,"Parsa",4,"Chhipaharmai","छिपहरमाई गाउँपालिका","Gaunpalika",5
23405,2,34,"Parsa",5,"Dhobini","धोबीनी गाउँपालिका","Gaunpalika",5
23406,2,34,"Parsa",6,"Jagarnathpur","जगरनाथपुर गाउँपालिका","Gaunpalika",6
23407,2,34,"Parsa",7,"Jirabhawani","जिरा भवानी गाउँपालिका","Gaunpalika",5
23408,2,34,"Parsa",8,"Kalikamai","कालिकामाई गाउँपालिका","Gaunpalika",5
23409,2,34,"Parsa",9,"Pakahamainpur","पकाहा मैनपुर गाउँपालिका","Gaunpalika",5
23410,2,34,"Parsa",10,"Parsagadhi","पर्सागढी नगरपालिका","Nagarpalika",9
23411,2,34,"Parsa",11,"Paterwasugauli","पटेर्वा सुगौली गाउँपालिका","Gaunpalika",5
23412,2,34,"Parsa",12,"Pokhariya","पोखरिया नगरपालिका","Nagarpalika",10
23413,2,34,"Parsa",13,"SakhuwaPrasauni","सखुवा प्रसौनी गाउँपालिका","Gaunpalika",6
23414,2,34,"Parsa",14,"Thori","ठोरी गाउँपालिका","Gaunpalika",5
23499,2,34,"Parsa",99,"Chitwan National Park","","National Park",NA
32001,3,20,"Sindhuli",1,"Dudhouli","दुधौली नगरपालिका","Nagarpalika",14
32002,3,20,"Sindhuli",2,"Ghanglekh","घ्याङलेख गाउँपालिका","Gaunpalika",5
32003,3,20,"Sindhuli",3,"Golanjor","गोलन्जर गाउँपालिका","Gaunpalika",7
32004,3,20,"Sindhuli",4,"Hariharpurgadhi","हरिहरपुरगढी गाउँपालिका","Gaunpalika",8
32005,3,20,"Sindhuli",5,"Kamalamai","कमलामाई नगरपालिका","Nagarpalika",14
32006,3,20,"Sindhuli",6,"Marin","मरिण गाउँपालिका","Gaunpalika",7
32007,3,20,"Sindhuli",7,"Phikkal","फिक्कल गाउँपालिका","Gaunpalika",6
32008,3,20,"Sindhuli",8,"Sunkoshi","सुनकोशी गाउँपालिका","Gaunpalika",7
32009,3,20,"Sindhuli",9,"Tinpatan","तीनपाटन गाउँपालिका","Gaunpalika",11
32101,3,21,"Ramechhap",1,"Doramba","दोरम्बा गाउँपालिका","Gaunpalika",7
32102,3,21,"Ramechhap",2,"Gokulganga","गोकुलगङ्गा गाउँपालिका","Gaunpalika",6
32103,3,21,"Ramechhap",3,"Khadadevi","खाँडादेवी गाउँपालिका","Gaunpalika",9
32104,3,21,"Ramechhap",4,"Likhu","लिखु गाउँपालिका","Gaunpalika",7
32105,3,21,"Ramechhap",5,"Manthali","मन्थली नगरपालिका","Nagarpalika",14
32106,3,21,"Ramechhap",6,"Ramechhap","रामेछाप नगरपालिका","Nagarpalika",9
32107,3,21,"Ramechhap",7,"Sunapati","सुनापती गाउँपालिका","Gaunpalika",5
32108,3,21,"Ramechhap",8,"Umakunda","उमाकुण्ड गाउँपालिका","Gaunpalika",7
32201,3,22,"Dolakha",1,"Baiteshwor","वैतेश्वर गाउँपालिका","Gaunpalika",8
32202,3,22,"Dolakha",2,"Bhimeshwor","भिमेश्वर नगरपालिका","Nagarpalika",9
32203,3,22,"Dolakha",3,"Bigu","विगु गाउँपालिका","Gaunpalika",8
32204,3,22,"Dolakha",4,"Gaurishankar","गौरीशङ्कर गाउँपालिका","Gaunpalika",9
32205,3,22,"Dolakha",5,"Jiri","जिरी नगरपालिका","Nagarpalika",9
32206,3,22,"Dolakha",6,"Kalinchok","कालिन्चोक गाउँपालिका","Gaunpalika",9
32207,3,22,"Dolakha",7,"Melung","मेलुङ्ग गाउँपालिका","Gaunpalika",7
32208,3,22,"Dolakha",8,"Sailung","शैलुङ्ग गाउँपालिका","Gaunpalika",8
32209,3,22,"Dolakha",9,"Tamakoshi","तामाकोशी गाउँपालिका","Gaunpalika",7
32301,3,23,"Sindhupalchok",1,"Balefi","बलेफी गाउँपालिका","Gaunpalika",8
32302,3,23,"Sindhupalchok",2,"Barhabise","बाह्रविसे नगरपालिका","Nagarpalika",9
32303,3,23,"Sindhupalchok",3,"Bhotekoshi","भोटेकोशी गाउँपालिका","Gaunpalika",5
32304,3,23,"Sindhupalchok",4,"Chautara SangachokGadhi","चौतारा साँगाचोकगढी नगरपालिका","Nagarpalika",14
32305,3,23,"Sindhupalchok",5,"Helambu","हेलम्बु गाउँपालिका","Gaunpalika",7
32306,3,23,"Sindhupalchok",6,"Indrawati","ईन्द्रावती गाउँपालिका","Gaunpalika",12
32307,3,23,"Sindhupalchok",7,"Jugal","जुगल गाउँपालिका","Gaunpalika",7
32308,3,23,"Sindhupalchok",8,"Lisangkhu Pakhar","लिसङ्खु पाखर गाउँपालिका","Gaunpalika",7
32309,3,23,"Sindhupalchok",9,"Melamchi","मेलम्ची नगरपालिका","Nagarpalika",13
32310,3,23,"Sindhupalchok",10,"Panchpokhari Thangpal","पाँचपोखरी थाङपाल गाउँपालिका","Gaunpalika",8
32311,3,23,"Sindhupalchok",11,"Sunkoshi","सुनकोशी गाउँपालिका","Gaunpalika",5
32312,3,23,"Sindhupalchok",12,"Tripurasundari","त्रिपुरासुन्दरी गाउँपालिका","Gaunpalika",9
32401,3,24,"Kabhrepalanchok",1,"Banepa","बनेपा नगरपालिका","Nagarpalika",14
32402,3,24,"Kabhrepalanchok",2,"Bethanchowk","बेथानचोक गाउँपालिका","Gaunpalika",6
32403,3,24,"Kabhrepalanchok",3,"Bhumlu","भुम्लु गाउँपालिका","Gaunpalika",10
32404,3,24,"Kabhrepalanchok",4,"Chaurideurali","चौंरीदेउराली गाउँपालिका","Gaunpalika",9
32405,3,24,"Kabhrepalanchok",5,"Dhulikhel","धुलिखेल नगरपालिका","Nagarpalika",12
32406,3,24,"Kabhrepalanchok",6,"Khanikhola","खानीखोला गाउँपालिका","Gaunpalika",7
32407,3,24,"Kabhrepalanchok",7,"Mahabharat","महाभारत गाउँपालिका","Gaunpalika",8
32408,3,24,"Kabhrepalanchok",8,"Mandandeupur","मण्डनदेउपुर नगरपालिका","Nagarpalika",12
32409,3,24,"Kabhrepalanchok",9,"Namobuddha","नमोबुद्ध नगरपालिका","Nagarpalika",11
32410,3,24,"Kabhrepalanchok",10,"Panauti","पनौती नगरपालिका","Nagarpalika",12
32411,3,24,"Kabhrepalanchok",11,"Panchkhal","पाँचखाल नगरपालिका","Nagarpalika",13
32412,3,24,"Kabhrepalanchok",12,"Roshi","रोशी गाउँपालिका","Gaunpalika",12
32413,3,24,"Kabhrepalanchok",13,"Temal","तेमाल गाउँपालिका","Gaunpalika",9
32501,3,25,"Lalitpur",1,"Bagmati","बागमती नगरपालिका","Gaunpalika",7
32502,3,25,"Lalitpur",2,"Godawari","गोदावरी नगरपालिका","Nagarpalika",6
32503,3,25,"Lalitpur",3,"Konjyosom","कोन्ज्योसोम गाउँपालिका","Gaunpalika",5
32504,3,25,"Lalitpur",4,"Lalitpur","ललितपुर महानगरपालिका","Mahanagarpalika",29
32505,3,25,"Lalitpur",5,"Mahalaxmi","महालक्ष्मी नगरपालिका","Nagarpalika",10
32506,3,25,"Lalitpur",6,"Mahankal","महाङ्काल गाउँपालिका","Gaunpalika",6
32601,3,26,"Bhaktapur",1,"Bhaktapur","भक्तपुर नगरपालिका","Nagarpalika",10
32602,3,26,"Bhaktapur",2,"Changunarayan","चाँगुनारायण नगरपालिका","Nagarpalika",9
32603,3,26,"Bhaktapur",3,"Madhyapur Thimi","मध्यपुर थिमी नगरपालिका","Nagarpalika",9
32604,3,26,"Bhaktapur",4,"Suryabinayak","सूर्यविनायक नगरपालिका","Nagarpalika",10
32701,3,27,"Kathmandu",1,"Budhanilakantha","बुढानिलकण्ठ नगरपालिका","Nagarpalika",13
32702,3,27,"Kathmandu",2,"Chandragiri","चन्द्रागिरी नगरपालिका","Nagarpalika",15
32703,3,27,"Kathmandu",3,"Dakshinkali","दक्षिणकाली नगरपालिका","Nagarpalika",9
32704,3,27,"Kathmandu",4,"Gokarneshwor","गोकर्णेश्वर नगरपालिका","Nagarpalika",9
32705,3,27,"Kathmandu",5,"Kageshwori Manahora","कागेश्वरी मनोहरा नगरपालिका","Nagarpalika",9
32706,3,27,"Kathmandu",6,"Kathmandu","काठमाण्डौं महानगरपालिका","Mahanagarpalika",32
32707,3,27,"Kathmandu",7,"Kirtipur","कीर्तिपुर नगरपालिका","Nagarpalika",10
32708,3,27,"Kathmandu",8,"Nagarjun","नागार्जुन नगरपालिका","Nagarpalika",10
32709,3,27,"Kathmandu",9,"Shankharapur","शङ्खरापुर नगरपालिका","Nagarpalika",9
32710,3,27,"Kathmandu",10,"Tarakeshwor","तारकेश्वर नगरपालिका","Nagarpalika",11
32711,3,27,"Kathmandu",11,"Tokha","टोखा नगरपालिका","Nagarpalika",11
32801,3,28,"Nuwakot",1,"Belkotgadhi","बेलकोटगढी नगरपालिका","Nagarpalika",13
32802,3,28,"Nuwakot",2,"Bidur","विदुर नगरपालिका","Nagarpalika",13
32803,3,28,"Nuwakot",3,"Dupcheshwar","दुप्चेश्वर गाउँपालिका","Gaunpalika",7
32804,3,28,"Nuwakot",4,"Kakani","ककनी गाउँपालिका","Gaunpalika",8
32805,3,28,"Nuwakot",5,"Kispang","किस्पाङ गाउँपालिका","Gaunpalika",5
32806,3,28,"Nuwakot",6,"Likhu","लिखु गाउँपालिका","Gaunpalika",6
32807,3,28,"Nuwakot",7,"Meghang","मेघाङ गाउँपालिका","Gaunpalika",6
32808,3,28,"Nuwakot",8,"Panchakanya","पञ्चकन्या गाउँपालिका","Gaunpalika",5
32809,3,28,"Nuwakot",9,"Shivapuri","शिवपुरी गाउँपालिका","Gaunpalika",8
32810,3,28,"Nuwakot",10,"Suryagadhi","सुर्यगढी गाउँपालिका","Gaunpalika",5
32811,3,28,"Nuwakot",11,"Tadi","तादी गाउँपालिका","Gaunpalika",6
32812,3,28,"Nuwakot",12,"Tarkeshwar","तारकेश्वर गाउँपालिका","Gaunpalika",6
32888,3,28,"Nuwakot",88,"Shivapuri Watershed and Wildlife Reserve","","Watershed and Wildlife Reserve",NA
32899,3,28,"Nuwakot",99,"Langtang National Park","","National Park",NA
32901,3,29,"Rasuwa",1,"Gosaikunda","गोसाईकुण्ड गाउँपालिका","Gaunpalika",6
32902,3,29,"Rasuwa",2,"Kalika","कालिका गाउँपालिका","Gaunpalika",5
32903,3,29,"Rasuwa",3,"Naukunda","नौकुण्ड गाउँपालिका","Gaunpalika",6
32904,3,29,"Rasuwa",4,"Parbati Kunda","पार्वतीकुण्ड गाउँपालिका","Gaunpalika",5
32905,3,29,"Rasuwa",5,"Uttargaya","उत्तरगया गाउँपालिका","Gaunpalika",5
33001,3,30,"Dhading",1,"Benighat Rorang","बेनीघाट रोराङ्ग गाउँपालिका","Gaunpalika",10
33002,3,30,"Dhading",2,"Dhunibesi","धुनीबेंशी नगरपालिका","Nagarpalika",9
33003,3,30,"Dhading",3,"Gajuri","गजुरी गाउँपालिका","Gaunpalika",8
33004,3,30,"Dhading",4,"Galchi","गल्छी गाउँपालिका","Gaunpalika",8
33005,3,30,"Dhading",5,"Gangajamuna","गङ्गाजमुना गाउँपालिका","Gaunpalika",7
33006,3,30,"Dhading",6,"Jwalamukhi","ज्वालामूखी गाउँपालिका","Gaunpalika",7
33007,3,30,"Dhading",7,"Khaniyabash","खनियाबास गाउँपालिका","Gaunpalika",5
33008,3,30,"Dhading",8,"Netrawati","नेत्रावति गाउँपालिका","Gaunpalika",5
33009,3,30,"Dhading",9,"Nilakantha","निलकण्ठ नगरपालिका","Nagarpalika",14
33010,3,30,"Dhading",10,"Rubi Valley","रुवी भ्याली गाउँपालिका","Gaunpalika",6
33011,3,30,"Dhading",11,"Siddhalek","सिद्धलेक गाउँपालिका","Gaunpalika",7
33012,3,30,"Dhading",12,"Thakre","थाक्रे गाउँपालिका","Gaunpalika",11
33013,3,30,"Dhading",13,"Tripura Sundari","त्रिपुरासुन्दरी गाउँपालिका","Gaunpalika",7
33101,3,31,"Makawanpur",1,"Bagmati","बागमती नगरपालिका","Gaunpalika",9
33102,3,31,"Makawanpur",2,"Bakaiya","बकैया गाउँपालिका","Gaunpalika",12
33103,3,31,"Makawanpur",3,"Bhimphedi","भिमफेदी गाउँपालिका","Gaunpalika",9
33104,3,31,"Makawanpur",4,"Hetauda","हेटौडा उपमहानगरपालिका","Upamahanagarpalika",19
33105,3,31,"Makawanpur",5,"Indrasarowar","इन्द्रसरोबर गाउँपालिका","Gaunpalika",5
33106,3,31,"Makawanpur",6,"Kailash","कैलाश गाउँपालिका","Gaunpalika",10
33107,3,31,"Makawanpur",7,"Makawanpurgadhi","मकवानपुरगढी गाउँपालिका","Gaunpalika",8
33108,3,31,"Makawanpur",8,"Manahari","मनहरी गाउँपालिका","Gaunpalika",9
33109,3,31,"Makawanpur",9,"Raksirang","राक्सिराङ्ग गाउँपालिका","Gaunpalika",9
33110,3,31,"Makawanpur",10,"Thaha","थाहा नगरपालिका","Nagarpalika",12
33188,3,31,"Makawanpur",88,"Parsa Wildlife Reserve","","Wildlife Reserve",NA
33199,3,31,"Makawanpur",99,"Chitawan National Park","","National Park",NA
33501,3,35,"Chitawan",1,"Bharatpur","भरतपुर महानगरपालिका","Mahanagarpalika",29
33502,3,35,"Chitawan",2,"Ichchhyakamana","इच्छाकामना गाउँपालिका","Gaunpalika",7
33503,3,35,"Chitawan",3,"Kalika","कालिका गाउँपालिका","Nagarpalika",11
33504,3,35,"Chitawan",4,"Khairahani","खैरहनी नगरपालिका","Nagarpalika",13
33505,3,35,"Chitawan",5,"Madi","मादी नगरपालिका","Nagarpalika",9
33506,3,35,"Chitawan",6,"Rapti","राप्ती नगरपालिका","Nagarpalika",13
33507,3,35,"Chitawan",7,"Ratnanagar","रत्ननगर नगरपालिका","Nagarpalika",16
33599,3,35,"Chitawan",99,"Chitawan National Park","","National Park",NA
43601,4,36,"Gorkha",1,"Aarughat","आरूघाट गाउँपालिका","Gaunpalika",10
43602,4,36,"Gorkha",2,"Ajirkot","अजिरकोट गाउँपालिका","Gaunpalika",5
43603,4,36,"Gorkha",3,"Bhimsen","भिमसेन गाउँपालिका","Gaunpalika",8
43604,4,36,"Gorkha",4,"Chum Nubri","चुमनुव्री गाउँपालिका","Gaunpalika",7
43605,4,36,"Gorkha",5,"Dharche","धार्चे गाउँपालिका","Gaunpalika",7
43606,4,36,"Gorkha",6,"Gandaki","गण्डकी गाउँपालिका","Gaunpalika",8
43607,4,36,"Gorkha",7,"Gorkha","गोरखा नगरपालिका","Nagarpalika",14
43608,4,36,"Gorkha",8,"Palungtar","पालुङटार नगरपालिका","Nagarpalika",10
43609,4,36,"Gorkha",9,"Sahid Lakhan","शहिद लखन गाउँपालिका","Gaunpalika",9
43610,4,36,"Gorkha",10,"Siranchok","सिरानचोक गाउँपालिका","Gaunpalika",8
43611,4,36,"Gorkha",11,"Sulikot","सुलीकोट गाउँपालिका","Gaunpalika",8
43701,4,37,"Lamjung",1,"Besishahar","बेसीशहर नगरपालिका","Nagarpalika",11
43702,4,37,"Lamjung",2,"Dordi","दोर्दी गाउँपालिका","Gaunpalika",9
43703,4,37,"Lamjung",3,"Dudhpokhari","दूधपोखरी गाउँपालिका","Gaunpalika",6
43704,4,37,"Lamjung",4,"Kwholasothar","क्व्होलासोथार गाउँपालिका","Gaunpalika",9
43705,4,37,"Lamjung",5,"MadhyaNepal","मध्यनेपाल नगरपालिका","Nagarpalika",10
43706,4,37,"Lamjung",6,"Marsyangdi","मर्स्याङदी गाउँपालिका","Gaunpalika",9
43707,4,37,"Lamjung",7,"Rainas","रार्इनास नगरपालिका","Nagarpalika",10
43708,4,37,"Lamjung",8,"Sundarbazar","सुन्दरबजार नगरपालिका","Nagarpalika",11
43801,4,38,"Tanahu",1,"Anbukhaireni","आँबुखैरेनी गाउँपालिका","Gaunpalika",6
43802,4,38,"Tanahu",2,"Bandipur","वन्दिपुर गाउँपालिका","Gaunpalika",6
43803,4,38,"Tanahu",3,"Bhanu","भानु नगरपालिका","Nagarpalika",13
43804,4,38,"Tanahu",4,"Bhimad","भिमाद नगरपालिका","Nagarpalika",9
43805,4,38,"Tanahu",5,"Byas","व्यास नगरपालिका","Nagarpalika",7
43806,4,38,"Tanahu",6,"Devghat","देवघाट गाउँपालिका","Gaunpalika",5
43807,4,38,"Tanahu",7,"Ghiring","घिरिङ गाउँपालिका","Gaunpalika",5
43808,4,38,"Tanahu",8,"Myagde","म्याग्दे गाउँपालिका","Gaunpalika",7
43809,4,38,"Tanahu",9,"Rhishing","ऋषिङ्ग गाउँपालिका","Gaunpalika",8
43810,4,38,"Tanahu",10,"Shuklagandaki","शुक्लागण्डकी नगरपालिका","Nagarpalika",12
43901,4,39,"Syangja",1,"Aandhikhola","आँधिखोला गाउँपालिका","Gaunpalika",6
43902,4,39,"Syangja",2,"Arjunchaupari","अर्जुनचौपारी गाउँपालिका","Gaunpalika",6
43903,4,39,"Syangja",3,"Bhirkot","भीरकोट नगरपालिका","Nagarpalika",9
43904,4,39,"Syangja",4,"Biruwa","बिरुवा गाउँपालिका","Gaunpalika",8
43905,4,39,"Syangja",5,"Chapakot","चापाकोट नगरपालिका","Nagarpalika",10
43906,4,39,"Syangja",6,"Galyang","गल्याङ नगरपालिका","Nagarpalika",11
43907,4,39,"Syangja",7,"Harinas","हरिनास गाउँपालिका","Gaunpalika",7
43908,4,39,"Syangja",8,"Kaligandagi","कालीगण्डकी गाउँपालिका","Gaunpalika",7
43909,4,39,"Syangja",9,"Phedikhola","फेदीखोला गाउँपालिका","Gaunpalika",5
43910,4,39,"Syangja",10,"Putalibazar","पुतलीबजार नगरपालिका","Nagarpalika",14
43911,4,39,"Syangja",11,"Waling","वालिङ नगरपालिका","Nagarpalika",14
44001,4,40,"Kaski",1,"Annapurna","अन्नपूर्ण गाउँपालिका","Gaunpalika",11
44002,4,40,"Kaski",2,"Machhapuchchhre","माछापुच्छ्रे गाउँपालिका","Gaunpalika",9
44003,4,40,"Kaski",3,"Madi","मादी नगरपालिका","Gaunpalika",12
44004,4,40,"Kaski",4,"Pokhara Lekhnath","पोखरा लेखनाथ महानगरपालिका","Mahanagarpalika",33
44005,4,40,"Kaski",5,"Rupa","रूपा गाउँपालिका","Gaunpalika",7
44101,4,41,"Manang",1,"Chame","चामे गाउँपालिका","Gaunpalika",5
44102,4,41,"Manang",2,"Narphu","नारफू गाउँपालिका","Gaunpalika",5
44103,4,41,"Manang",3,"Nashong","नाशोङ गाउँपालिका","Gaunpalika",9
44104,4,41,"Manang",4,"Neshyang","नेस्याङ गाउँपालिका","Gaunpalika",9
44201,4,42,"Mustang",1,"Barhagaun Muktikhsetra","वाह्रगाउँ मुक्तिक्षेत्र गाउँपालिका","Gaunpalika",5
44202,4,42,"Mustang",2,"Dalome","दालोमे गाउँपालिका","Gaunpalika",5
44203,4,42,"Mustang",3,"Gharapjhong","घरपझोङ गाउँपालिका","Gaunpalika",5
44204,4,42,"Mustang",4,"Lomanthang","लोमन्थाङ गाउँपालिका","Gaunpalika",5
44205,4,42,"Mustang",5,"Thasang","थासाङ गाउँपालिका","Gaunpalika",5
44301,4,43,"Myagdi",1,"Annapurna","अन्नपूर्ण गाउँपालिका","Gaunpalika",8
44302,4,43,"Myagdi",2,"Beni","बेनी नगरपालिका","Nagarpalika",10
44303,4,43,"Myagdi",3,"Dhaulagiri","धवलागिरी गाउँपालिका","Gaunpalika",7
44304,4,43,"Myagdi",4,"Malika","मालिका गाउँपालिका","Gaunpalika",7
44305,4,43,"Myagdi",5,"Mangala","मंगला गाउँपालिका","Gaunpalika",5
44306,4,43,"Myagdi",6,"Raghuganga","रघुगंगा गाउँपालिका","Gaunpalika",8
44388,4,43,"Myagdi",88,"Dhorpatan Hunting Reserve","","Hunting Reserve",NA
44401,4,44,"Parbat",1,"Bihadi","विहादी गाउँपालिका","Gaunpalika",6
44402,4,44,"Parbat",2,"Jaljala","जलजला गाउँपालिका","Gaunpalika",9
44403,4,44,"Parbat",3,"Kushma","कुश्मा नगरपालिका","Nagarpalika",14
44404,4,44,"Parbat",4,"Mahashila","महाशिला गाउँपालिका","Gaunpalika",6
44405,4,44,"Parbat",5,"Modi","मोदी गाउँपालिका","Gaunpalika",8
44406,4,44,"Parbat",6,"Painyu","पैयूं गाउँपालिका","Gaunpalika",7
44407,4,44,"Parbat",7,"Phalebas","फलेवास नगरपालिका","Nagarpalika",11
44501,4,45,"Baglung",1,"Badigad","वडिगाड गाउँपालिका","Gaunpalika",10
44502,4,45,"Baglung",2,"Baglung","बागलुङ नगरपालिका","Nagarpalika",14
44503,4,45,"Baglung",3,"Bareng","वरेङ गाउँपालिका","Gaunpalika",5
44504,4,45,"Baglung",4,"Dhorpatan","ढोरपाटन नगरपालिका","Nagarpalika",9
44505,4,45,"Baglung",5,"Galkot","गल्कोट नगरपालिका","Nagarpalika",11
44506,4,45,"Baglung",6,"Jaimuni","जैमूनी नगरपालिका","Nagarpalika",10
44507,4,45,"Baglung",7,"Kanthekhola","काठेखोला गाउँपालिका","Gaunpalika",8
44508,4,45,"Baglung",8,"Nisikhola","निसीखोला गाउँपालिका","Gaunpalika",7
44509,4,45,"Baglung",9,"Taman Khola","तमानखोला गाउँपालिका","Gaunpalika",6
44510,4,45,"Baglung",10,"Tara Khola","ताराखोला गाउँपालिका","Gaunpalika",5
44588,4,45,"Baglung",88,"Dhorpatan Hunting Reserve","","Hunting Reserve",NA
47601,4,76,"Nawalparasi_E",1,"Binayee Tribeni","विनयी त्रिवेणी गाउँपालिका","Gaunpalika",NA
47602,4,76,"Nawalparasi_E",2,"Bulingtar","बुलिङटार गाउँपालिका","Gaunpalika",NA
47603,4,76,"Nawalparasi_E",3,"Bungdikali","बुङ्दीकाली गाउँपालिका","Gaunpalika",NA
47604,4,76,"Nawalparasi_E",4,"Devchuli","देवचुली नगरपालिका","Nagarpalika",NA
47605,4,76,"Nawalparasi_E",5,"Gaidakot","गैडाकोट नगरपालिका","Nagarpalika",NA
47606,4,76,"Nawalparasi_E",6,"Hupsekot","हुप्सेकोट गाउँपालिका","Gaunpalika",NA
47607,4,76,"Nawalparasi_E",7,"Kawasoti","कावासोती नगरपालिका","Nagarpalika",NA
47608,4,76,"Nawalparasi_E",8,"Madhyabindu","मध्यविन्दु नगरपालिका","Nagarpalika",NA
47699,4,76,"Nawalparasi_E",99,"Chitawan National Park","","National Park",NA
54601,5,46,"Gulmi",1,"Chandrakot","चन्द्रकोट गाउँपालिका","Gaunpalika",8
54602,5,46,"Gulmi",2,"Chatrakot","छत्रकोट गाउँपालिका","Gaunpalika",6
54603,5,46,"Gulmi",3,"Dhurkot","धुर्कोट गाउँपालिका","Gaunpalika",7
54604,5,46,"Gulmi",4,"Gulmidarbar","गुल्मी दरबार गाउँपालिका","Gaunpalika",7
54605,5,46,"Gulmi",5,"Isma","ईस्मा गाउँपालिका","Gaunpalika",6
54606,5,46,"Gulmi",6,"Kaligandaki","कालीगण्डकी गाउँपालिका","Gaunpalika",7
54607,5,46,"Gulmi",7,"Madane","मदाने गाउँपालिका","Gaunpalika",7
54608,5,46,"Gulmi",8,"Malika","मालिका गाउँपालिका","Gaunpalika",8
54609,5,46,"Gulmi",9,"Musikot","मुसिकोट नगरपालिका","Nagarpalika",9
54610,5,46,"Gulmi",10,"Resunga","रेसुङ्गा नगरपालिका","Nagarpalika",14
54611,5,46,"Gulmi",11,"Ruru","रुरु गाउँपालिका","Gaunpalika",6
54612,5,46,"Gulmi",12,"Satyawati","सत्यवती गाउँपालिका","Gaunpalika",8
54701,5,47,"Palpa",1,"Bagnaskali","बगनासकाली गाउँपालिका","Gaunpalika",9
54702,5,47,"Palpa",2,"Mathagadhi","माथागढी गाउँपालिका","Gaunpalika",8
54703,5,47,"Palpa",3,"Nisdi","निस्दी गाउँपालिका","Gaunpalika",7
54704,5,47,"Palpa",4,"Purbakhola","पूर्वखोला गाउँपालिका","Gaunpalika",6
54705,5,47,"Palpa",5,"Rainadevi Chhahara","रैनादेवी छहरा गाउँपालिका","Gaunpalika",8
54706,5,47,"Palpa",6,"Rambha","रम्भा गाउँपालिका","Gaunpalika",5
54707,5,47,"Palpa",7,"Rampur","रामपुर नगरपालिका","Nagarpalika",10
54708,5,47,"Palpa",8,"Ribdikot","रिब्दिकोट गाउँपालिका","Gaunpalika",8
54709,5,47,"Palpa",9,"Tansen","तानसेन नगरपालिका","Nagarpalika",14
54710,5,47,"Palpa",10,"Tinau","तिनाउ गाउँपालिका","Gaunpalika",6
54801,5,48,"Nawalparasi_W",1,"Bardaghat","बर्दघाट नगरपालिका","Nagarpalika",NA
