"locallevel_fullcode","province","district_code","district","locallevel_code","locallevel_name","locallevel_name_nepali","locallevel_type","wards"
54802,5,48,"Nawalparasi_W",2,"Palhi Nandan","पाल्हीनन्दन गाउँपालिका","Gaunpalika",NA
54803,5,48,"Nawalparasi_W",3,"Pratappur","प्रतापपुर गाउँपालिका","Gaunpalika",NA
54804,5,48,"Nawalparasi_W",4,"Ramgram","रामग्राम नगरपालिका","Nagarpalika",NA
54805,5,48,"Nawalparasi_W",5,"Sarawal","सरावल गाउँपालिका","Gaunpalika",NA
54806,5,48,"Nawalparasi_W",6,"Sunwal","सुनवल नगरपालिका","Nagarpalika",NA
54807,5,48,"Nawalparasi_W",7,"Susta","सुस्ता गाउँपालिका","Gaunpalika",NA
54901,5,49,"Rupandehi",1,"Butwal","बुटवल उपमहानगरपालिका","Upamahanagarpalika",19
54902,5,49,"Rupandehi",2,"Devdaha","देवदह नगरपालिका","Nagarpalika",12
54903,5,49,"Rupandehi",3,"Gaidahawa","गैडहवा गाउँपालिका","Gaunpalika",9
54904,5,49,"Rupandehi",4,"Kanchan","कन्चन गाउँपालिका","Gaunpalika",5
54905,5,49,"Rupandehi",5,"Kotahimai","कोटहीमाई गाउँपालिका","Gaunpalika",7
54906,5,49,"Rupandehi",6,"Lumbini Sanskritik","लुम्बिनी सांस्कृतिक नगरपालिका","Nagarpalika",13
54907,5,49,"Rupandehi",7,"Marchawari","मर्चवारी गाउँपालिका","Gaunpalika",7
54908,5,49,"Rupandehi",8,"Mayadevi","मायादेवी गाउँपालिका","Gaunpalika",8
54909,5,49,"Rupandehi",9,"Omsatiya","ओमसतिया गाउँपालिका","Gaunpalika",6
54910,5,49,"Rupandehi",10,"Rohini","रोहिणी गाउँपालिका","Gaunpalika",7
54911,5,49,"Rupandehi",11,"Sainamaina","सैनामैना नगरपालिका","Nagarpalika",11
54912,5,49,"Rupandehi",12,"Sammarimai","सम्मरीमाई गाउँपालिका","Gaunpalika",7
54913,5,49,"Rupandehi",13,"Siddharthanagar","सिद्धार्थनगर नगरपालिका","Nagarpalika",13
54914,5,49,"Rupandehi",14,"Siyari","सियारी गाउँपालिका","Gaunpalika",7
54915,5,49,"Rupandehi",15,"Sudhdhodhan","शुद्धोधन गाउँपालिका","Gaunpalika",7
54916,5,49,"Rupandehi",16,"Tillotama","तिलोत्तमा नगरपालिका","Nagarpalika",17
54988,5,49,"Rupandehi",88,"Lumbini Sanskritik Development Area","","Development Area",NA
55001,5,50,"Kapilbastu",1,"Banganga","बाणगंगा नगरपालिका","Nagarpalika",11
55002,5,50,"Kapilbastu",2,"Bijayanagar","विजयनगर गाउँपालिका","Gaunpalika",7
55003,5,50,"Kapilbastu",3,"Buddhabhumi","बुद्धभूमी नगरपालिका","Nagarpalika",10
55004,5,50,"Kapilbastu",4,"Kapilbastu","कपिलवस्तु नगरपालिका","Nagarpalika",12
55005,5,50,"Kapilbastu",5,"Krishnanagar","कृष्णनगर नगरपालिका","Nagarpalika",12
55006,5,50,"Kapilbastu",6,"Maharajgunj","महाराजगंज नगरपालिका","Nagarpalika",11
55007,5,50,"Kapilbastu",7,"Mayadevi","मायादेवी गाउँपालिका","Gaunpalika",8
55008,5,50,"Kapilbastu",8,"Shivaraj","शिवराज नगरपालिका","Nagarpalika",11
55009,5,50,"Kapilbastu",9,"Suddhodhan","सुद्धोधन गाउँपालिका","Gaunpalika",6
55010,5,50,"Kapilbastu",10,"Yashodhara","यसोधरा गाउँपालिका","Gaunpalika",8
55101,5,51,"Arghakhanchi",1,"Bhumekasthan","भूमिकास्थान नगरपालिका","Nagarpalika",10
55102,5,51,"Arghakhanchi",2,"Chhatradev","छत्रदेव गाउँपालिका","Gaunpalika",8
55103,5,51,"Arghakhanchi",3,"Malarani","मालारानी गाउँपालिका","Gaunpalika",9
55104,5,51,"Arghakhanchi",4,"Panini","पाणिनी गाउँपालिका","Gaunpalika",8
55105,5,51,"Arghakhanchi",5,"Sandhikharka","सन्धिखर्क नगरपालिका","Nagarpalika",12
55106,5,51,"Arghakhanchi",6,"Sitganga","शितगंगा नगरपालिका","Nagarpalika",14
55201,5,52,"Pyuthan",1,"Ayirabati","ऐरावती गाउँपालिका","Gaunpalika",6
55202,5,52,"Pyuthan",2,"Gaumukhi","गौमुखी गाउँपालिका","Gaunpalika",7
55203,5,52,"Pyuthan",3,"Jhimruk","झिमरुक गाउँपालिका","Gaunpalika",8
55204,5,52,"Pyuthan",4,"Mallarani","मल्लरानी गाउँपालिका","Gaunpalika",5
55205,5,52,"Pyuthan",5,"Mandavi","माण्डवी गाउँपालिका","Gaunpalika",5
55206,5,52,"Pyuthan",6,"Naubahini","नौवहिनी गाउँपालिका","Gaunpalika",8
55207,5,52,"Pyuthan",7,"Pyuthan","प्यूठान नगरपालिका","Nagarpalika",10
55208,5,52,"Pyuthan",8,"Sarumarani","सरुमारानी गाउँपालिका","Gaunpalika",6
55209,5,52,"Pyuthan",9,"Sworgadwary","स्वर्गद्वारी नगरपालिका","Nagarpalika",9
55301,5,53,"Rolpa",1,"Duikholi","दुईखोली गाउँपालिका","Gaunpalika",6
55302,5,53,"Rolpa",2,"Lungri","लुङग्री गाउँपालिका","Gaunpalika",7
55303,5,53,"Rolpa",3,"Madi","मादी नगरपालिका","Gaunpalika",6
55304,5,53,"Rolpa",4,"Rolpa","रोल्पा नगरपालिका","Nagarpalika",10
55305,5,53,"Rolpa",5,"Runtigadi","रुन्टीगढी गाउँपालिका","Gaunpalika",9
55306,5,53,"Rolpa",6,"Sukidaha","सुकिदह गाउँपालिका","Gaunpalika",7
55307,5,53,"Rolpa",7,"Sunchhahari","सुनछहरी गाउँपालिका","Gaunpalika",7
55308,5,53,"Rolpa",8,"Suwarnabati","सुवर्णावती गाउँपालिका","Gaunpalika",8
55309,5,53,"Rolpa",9,"Thawang","थवाङ गाउँपालिका","Gaunpalika",5
55310,5,53,"Rolpa",10,"Tribeni","त्रिवेणी गाउँपालिका","Gaunpalika",7
55601,5,56,"Dang",1,"Babai","बबई गाउँपालिका","Gaunpalika",7
55602,5,56,"Dang",2,"Banglachuli","बंगलाचुली गाउँपालिका","Gaunpalika",8
55603,5,56,"Dang",3,"Dangisharan","दंगीशरण गाउँपालिका","Gaunpalika",7
55604,5,56,"Dang",4,"Gadhawa","गढवा गाउँपालिका","Gaunpalika",8
55605,5,56,"Dang",5,"Ghorahi","घोराही उपमहानगरपालिका","Upamahanagarpalika",19
55606,5,56,"Dang",6,"Lamahi","लमही नगरपालिका","Nagarpalika",9
55607,5,56,"Dang",7,"Rajpur","राजपुर नगरपालिका","Gaunpalika",7
55608,5,56,"Dang",8,"Rapti","राप्ती नगरपालिका","Gaunpalika",8
55609,5,56,"Dang",9,"Shantinagar","शान्तिनगर गाउँपालिका","Gaunpalika",7
55610,5,56,"Dang",10,"Tulsipur","तुल्सीपुर उपमहानगरपालिका","Upamahanagarpalika",19
55701,5,57,"Banke",1,"Baijanath","बैजनाथ गाउँपालिका","Gaunpalika",8
55702,5,57,"Banke",2,"Duduwa","डुडुवा गाउँपालिका","Gaunpalika",6
55703,5,57,"Banke",3,"Janki","जानकी गाउँपालिका","Gaunpalika",6
55704,5,57,"Banke",4,"Khajura","खजुरा गाउँपालिका","Gaunpalika",8
55705,5,57,"Banke",5,"Kohalpur","कोहलपुर नगरपालिका","Nagarpalika",15
55706,5,57,"Banke",6,"Narainapur","नरैनापुर गाउँपालिका","Gaunpalika",6
55707,5,57,"Banke",7,"Nepalgunj","नेपालगंज उपमहानगरपालिका","Upamahanagarpalika",23
55708,5,57,"Banke",8,"Rapti Sonari","राप्तीसोनारी गाउँपालिका","Gaunpalika",9
55801,5,58,"Bardiya",1,"Badhaiyatal","बढैयाताल गाउँपालिका","Gaunpalika",9
55802,5,58,"Bardiya",2,"Bansagadhi","बाँसगढी नगरपालिका","Nagarpalika",9
55802,5,58,"Bardiya",2,"Bansagadhi","बाँसगढी नगरपालिका","Nagarpalika",9
55803,5,58,"Bardiya",3,"Barbardiya","बारबर्दिया नगरपालिका","Nagarpalika",11
55804,5,58,"Bardiya",4,"Geruwa","गेरुवा गाउँपालिका","Gaunpalika",6
55805,5,58,"Bardiya",5,"Gulariya","गुलरिया नगरपालिका","Nagarpalika",12
55806,5,58,"Bardiya",6,"Madhuwan","मधुवन नगरपालिका","Nagarpalika",9
55807,5,58,"Bardiya",7,"Rajapur","राजापुर नगरपालिका","Nagarpalika",10
55808,5,58,"Bardiya",8,"Thakurbaba","ठाकुरबाबा नगरपालिका","Nagarpalika",9
55899,5,58,"Bardiya",99,"Bardiya National Park","","National Park",NA
57701,5,77,"Rukum_E",1,"Bhume","भूमे गाउँपालिका","Gaunpalika",NA
57702,5,77,"Rukum_E",2,"Putha Uttarganga","पुथा उत्तरगंगा गाउँपालिका","Gaunpalika",NA
57703,5,77,"Rukum_E",3,"Sisne","सिस्ने गाउँपालिका","Gaunpalika",NA
57788,5,77,"Rukum_E",88,"Dhorpatan Hunting Reserve","","Hunting Reserve",NA
65401,6,54,"Rukum_W",1,"Aathbiskot","आठबिसकोट नगरपालिका","Nagarpalika",NA
65402,6,54,"Rukum_W",2,"Banfikot","बाँफिकोट गाउँपालिका","Gaunpalika",NA
65403,6,54,"Rukum_W",3,"Chaurjahari","चौरजहारी नगरपालिका","Nagarpalika",NA
65404,6,54,"Rukum_W",4,"Musikot","मुसिकोट नगरपालिका","Nagarpalika",NA
65405,6,54,"Rukum_W",5,"Sani Bheri","सानी भेरी गाउँपालिका","Gaunpalika",NA
65406,6,54,"Rukum_W",6,"Tribeni","त्रिवेणी गाउँपालिका","Gaunpalika",NA
65501,6,55,"Salyan",1,"Bagchaur","बागचौर नगरपालिका","Nagarpalika",12
65502,6,55,"Salyan",2,"Bangad Kupinde","बनगाड कुपिण्डे नगरपालिका","Nagarpalika",12
65503,6,55,"Salyan",3,"Chhatreshwori","छत्रेश्वरी गाउँपालिका","Gaunpalika",7
65504,6,55,"Salyan",4,"Darma","दार्मा गाउँपालिका","Gaunpalika",6
65505,6,55,"Salyan",5,"Dhorchaur","ढोरचौर गाउँपालिका","Gaunpalika",5
65506,6,55,"Salyan",6,"Kalimati","कालिमाटी गाउँपालिका","Gaunpalika",7
65507,6,55,"Salyan",7,"Kapurkot","कपुरकोट गाउँपालिका","Gaunpalika",6
65508,6,55,"Salyan",8,"Kumakhmalika","कुमाखमालिका गाउँपालिका","Gaunpalika",7
65509,6,55,"Salyan",9,"Sharada","शारदा नगरपालिका","Nagarpalika",15
65510,6,55,"Salyan",10,"Tribeni","त्रिवेणी गाउँपालिका","Gaunpalika",5
65901,6,59,"Surkhet",1,"Barahtal","बराहताल गाउँपालिका","Gaunpalika",10
65902,6,59,"Surkhet",2,"Bheriganga","भेरीगंगा नगरपालिका","Nagarpalika",13
65903,6,59,"Surkhet",3,"Birendranagar","बीरेन्द्रनगर नगरपालिका","Nagarpalika",16
65904,6,59,"Surkhet",4,"Chaukune","चौकुने गाउँपालिका","Gaunpalika",10
65905,6,59,"Surkhet",5,"Chingad","चिङ्गाड गाउँपालिका","Gaunpalika",6
65906,6,59,"Surkhet",6,"Gurbhakot","गुर्भाकोट नगरपालिका","Nagarpalika",14
65907,6,59,"Surkhet",7,"Lekbeshi","लेकवेशी नगरपालिका","Nagarpalika",10
65908,6,59,"Surkhet",8,"Panchpuri","पञ्चपुरी नगरपालिका","Nagarpalika",11
65909,6,59,"Surkhet",9,"Simta","सिम्ता गाउँपालिका","Gaunpalika",9
66001,6,60,"Dailekh",1,"Aathabis","आठबीस नगरपालिका","Nagarpalika",9
66002,6,60,"Dailekh",2,"Bhagawatimai","भगवतीमाई गाउँपालिका","Gaunpalika",7
66003,6,60,"Dailekh",3,"Bhairabi","भैरवी गाउँपालिका","Gaunpalika",7
66004,6,60,"Dailekh",4,"Chamunda Bindrasaini","चामुण्डा विन्द्रासैनी नगरपालिका","Nagarpalika",9
66005,6,60,"Dailekh",5,"Dullu","दुल्लु नगरपालिका","Nagarpalika",13
66006,6,60,"Dailekh",6,"Dungeshwor","डुंगेश्वर गाउँपालिका","Gaunpalika",6
66007,6,60,"Dailekh",7,"Gurans","गुराँस गाउँपालिका","Gaunpalika",8
66008,6,60,"Dailekh",8,"Mahabu","महावु गाउँपालिका","Gaunpalika",6
66009,6,60,"Dailekh",9,"Narayan","नारायण नगरपालिका","Nagarpalika",11
66010,6,60,"Dailekh",10,"Naumule","नौमुले गाउँपालिका","Gaunpalika",8
66011,6,60,"Dailekh",11,"Thantikandh","ठाँटीकाँध गाउँपालिका","Gaunpalika",6
66101,6,61,"Jajarkot",1,"Barekot","बारेकोट गाउँपालिका","Gaunpalika",9
66102,6,61,"Jajarkot",2,"Bheri","भेरी नगरपालिका","Nagarpalika",13
66103,6,61,"Jajarkot",3,"Chhedagad","छेडागाड नगरपालिका","Nagarpalika",13
66104,6,61,"Jajarkot",4,"Junichande","जुनीचाँदे गाउँपालिका","Gaunpalika",11
66105,6,61,"Jajarkot",5,"Kuse","कुसे गाउँपालिका","Gaunpalika",9
66106,6,61,"Jajarkot",6,"Shiwalaya","शिवालय गाउँपालिका","Gaunpalika",9
66107,6,61,"Jajarkot",7,"Tribeni Nalagad","त्रिवेणी नलगाड नगरपालिका","Nagarpalika",13
66201,6,62,"Dolpa",1,"Chharka Tangsong","छार्का ताङसोङ गाउँपालिका","Gaunpalika",6
66202,6,62,"Dolpa",2,"Dolpo Buddha","डोल्पो बुद्ध गाउँपालिका","Gaunpalika",6
66203,6,62,"Dolpa",3,"Jagadulla","जगदुल्ला गाउँपालिका","Gaunpalika",6
66204,6,62,"Dolpa",4,"Kaike","काईके गाउँपालिका","Gaunpalika",7
66205,6,62,"Dolpa",5,"Mudkechula","मुड्केचुला गाउँपालिका","Gaunpalika",9
66206,6,62,"Dolpa",6,"Shey Phoksundo","शे फोक्सुन्डो गाउँपालिका","Gaunpalika",9
66207,6,62,"Dolpa",7,"Thuli Bheri","ठुली भेरी नगरपालिका","Nagarpalika",11
66208,6,62,"Dolpa",8,"Tripurasundari","त्रिपुरासुन्दरी गाउँपालिका","Nagarpalika",11
66301,6,63,"Jumla",1,"Chandannath","चन्दननाथ नगरपालिका","Nagarpalika",10
66302,6,63,"Jumla",2,"Guthichaur","गुठिचौर गाउँपालिका","Gaunpalika",5
66303,6,63,"Jumla",3,"Hima","हिमा गाउँपालिका","Gaunpalika",7
66304,6,63,"Jumla",4,"Kanakasundari","कनकासुन्दरी गाउँपालिका","Gaunpalika",8
66305,6,63,"Jumla",5,"Patrasi","पातारासी गाउँपालिका","Gaunpalika",7
66306,6,63,"Jumla",6,"Sinja","सिंजा गाउँपालिका","Gaunpalika",6
66307,6,63,"Jumla",7,"Tatopani","तातोपानी गाउँपालिका","Gaunpalika",8
66308,6,63,"Jumla",8,"Tila","तिला गाउँपालिका","Gaunpalika",9
66401,6,64,"Kalikot",1,"Kalika","कालिका गाउँपालिका","Gaunpalika",9
66402,6,64,"Kalikot",2,"Khandachakra","खाँडाचक्र नगरपालिका","Nagarpalika",11
66403,6,64,"Kalikot",3,"Mahawai","महावै गाउँपालिका","Gaunpalika",7
66404,6,64,"Kalikot",4,"Naraharinath","नरहरिनाथ गाउँपालिका","Gaunpalika",9
66405,6,64,"Kalikot",5,"Pachaljharana","पचालझरना गाउँपालिका","Gaunpalika",9
66406,6,64,"Kalikot",6,"Palata","पलाता गाउँपालिका","Gaunpalika",9
66407,6,64,"Kalikot",7,"Raskot","रास्कोट नगरपालिका","Nagarpalika",9
66408,6,64,"Kalikot",8,"Sanni Tribeni","सान्नी त्रिवेणी गाउँपालिका","Gaunpalika",9
66409,6,64,"Kalikot",9,"Tilagufa","तिलागुफा नगरपालिका","Nagarpalika",11
66501,6,65,"Mugu",1,"Chhayanath Rara","छायाँनाथ रारा नगरपालिका","Nagarpalika",14
66502,6,65,"Mugu",2,"Khatyad","खत्याड गाउँपालिका","Gaunpalika",11
66503,6,65,"Mugu",3,"Mugum Karmarong","मुगुम कार्मारोंग गाउँपालिका","Gaunpalika",9
66504,6,65,"Mugu",4,"Soru","सोरु गाउँपालिका","Gaunpalika",11
66601,6,66,"Humla",1,"Adanchuli","अदानचुली गाउँपालिका","Gaunpalika",6
66602,6,66,"Humla",2,"Chankheli","चंखेली गाउँपालिका","Gaunpalika",6
66603,6,66,"Humla",3,"Kharpunath","खार्पुनाथ गाउँपालिका","Gaunpalika",5
66604,6,66,"Humla",4,"Namkha","नाम्खा गाउँपालिका","Gaunpalika",6
66605,6,66,"Humla",5,"Sarkegad","सर्केगाड गाउँपालिका","Gaunpalika",8
66606,6,66,"Humla",6,"Simkot","सिमकोट गाउँपालिका","Gaunpalika",8
66607,6,66,"Humla",7,"Tanjakot","ताँजाकोट गाउँपालिका","Gaunpalika",5
76701,7,67,"Bajura",1,"Badimalika","बडीमालिका नगरपालिका","Nagarpalika",9
76702,7,67,"Bajura",2,"Budhiganga","बुढीगंगा गाउँपालिका","Nagarpalika",10
76703,7,67,"Bajura",3,"Budhinanda","बुढीनन्दा नगरपालिका","Nagarpalika",10
76704,7,67,"Bajura",4,"Chhededaha","छेडेदह गाउँपालिका","Gaunpalika",7
76705,7,67,"Bajura",5,"Gaumul","गौमुल गाउँपालिका","Gaunpalika",6
76706,7,67,"Bajura",6,"Himali","हिमाली गाउँपालिका","Gaunpalika",7
76707,7,67,"Bajura",7,"Pandav Gupha","पाण्डव गुफा गाउँपालिका","Gaunpalika",6
76708,7,67,"Bajura",8,"Swami Kartik","स्वामीकार्तिक गाउँपालिका","Gaunpalika",5
76709,7,67,"Bajura",9,"Tribeni","त्रिवेणी गाउँपालिका","Nagarpalika",9
76799,7,67,"Bajura",99,"Khaptad National Park","","National Park",NA
76801,7,68,"Bajhang",1,"Bithadchir","वित्थडचिर गाउँपालिका","Gaunpalika",9
76802,7,68,"Bajhang",2,"Bungal","बुंगल नगरपालिका","Nagarpalika",11
76803,7,68,"Bajhang",3,"Chabispathivera","छबिसपाथिभेरा गाउँपालिका","Gaunpalika",7
76804,7,68,"Bajhang",4,"Durgathali","दुर्गाथली गाउँपालिका","Gaunpalika",7
76805,7,68,"Bajhang",5,"JayaPrithivi","जयपृथ्वी नगरपालिका","Nagarpalika",11
76806,7,68,"Bajhang",6,"Kanda","काँडा गाउँपालिका","Gaunpalika",5
76807,7,68,"Bajhang",7,"Kedarseu","केदारस्युँ गाउँपालिका","Gaunpalika",9
76808,7,68,"Bajhang",8,"Khaptadchhanna","खप्तडछान्ना गाउँपालिका","Gaunpalika",7
76809,7,68,"Bajhang",9,"Masta","मष्टा गाउँपालिका","Gaunpalika",7
76810,7,68,"Bajhang",10,"Surma","सूर्मा गाउँपालिका","Gaunpalika",5
76811,7,68,"Bajhang",11,"Talkot","तलकोट गाउँपालिका","Gaunpalika",7
76812,7,68,"Bajhang",12,"Thalara","थलारा गाउँपालिका","Gaunpalika",9
76899,7,68,"Bajhang",99,"Khaptad National Park","","National Park",NA
76901,7,69,"Achham",1,"Bannigadhi Jayagadh","बान्निगढी जयगढ गाउँपालिका","Gaunpalika",6
76902,7,69,"Achham",2,"Chaurpati","चौरपाटी गाउँपालिका","Gaunpalika",7
76903,7,69,"Achham",3,"Dhakari","ढकारी गाउँपालिका","Gaunpalika",8
76904,7,69,"Achham",4,"Kamalbazar","कमलबजार नगरपालिका","Nagarpalika",10
76905,7,69,"Achham",5,"Mangalsen","मंगलसेन नगरपालिका","Nagarpalika",14
76906,7,69,"Achham",6,"Mellekh","मेल्लेख गाउँपालिका","Gaunpalika",8
76907,7,69,"Achham",7,"Panchadewal Binayak","पन्चदेवल विनायक नगरपालिका","Nagarpalika",9
76908,7,69,"Achham",8,"Ramaroshan","रामारोशन गाउँपालिका","Gaunpalika",7
76909,7,69,"Achham",9,"Sanphebagar","साँफेबगर नगरपालिका","Nagarpalika",14
76910,7,69,"Achham",10,"Turmakhad","तुर्माखाँद गाउँपालिका","Gaunpalika",8
76999,7,69,"Achham",99,"Khaptad National Park","","National Park",NA
77001,7,70,"Doti",1,"Adharsha","आदर्श गाउँपालिका","Gaunpalika",7
77002,7,70,"Doti",2,"Badikedar","बडीकेदार गाउँपालिका","Gaunpalika",5
77003,7,70,"Doti",3,"Bogtan","बोगटान गाउँपालिका","Gaunpalika",7
77004,7,70,"Doti",4,"Dipayal Silgadi","दिपायल सिलगढी नगरपालिका","Nagarpalika",9
77005,7,70,"Doti",5,"Jorayal","जोरायल गाउँपालिका","Gaunpalika",6
77006,7,70,"Doti",6,"K I Singh","के.आई.सिं. गाउँपालिका","Gaunpalika",7
77007,7,70,"Doti",7,"Purbichauki","पूर्वीचौकी गाउँपालिका","Gaunpalika",7
77008,7,70,"Doti",8,"Sayal","सायल गाउँपालिका","Gaunpalika",6
77009,7,70,"Doti",9,"Shikhar","शिखर नगरपालिका","Nagarpalika",11
77099,7,70,"Doti",99,"Khaptad National Park","","National Park",NA
77101,7,71,"Kailali",1,"Bardagoriya","बर्दगोरिया गाउँपालिका","Gaunpalika",6
77102,7,71,"Kailali",2,"Bhajani","भजनी नगरपालिका","Nagarpalika",9
77103,7,71,"Kailali",3,"Chure","चुरे गाउँपालिका","Gaunpalika",6
77104,7,71,"Kailali",4,"Dhangadhi","धनगढी उपमहानगरपालिका","Upamahanagarpalika",19
77105,7,71,"Kailali",5,"Gauriganga","गौरीगंगा नगरपालिका","Nagarpalika",11
77106,7,71,"Kailali",6,"Ghodaghodi","घोडाघोडी नगरपालिका","Nagarpalika",12
77107,7,71,"Kailali",7,"Godawari","गोदावरी नगरपालिका","Nagarpalika",12
77108,7,71,"Kailali",8,"Janaki","जानकी गाउँपालिका","Gaunpalika",9
77109,7,71,"Kailali",9,"Joshipur","जोशीपुर गाउँपालिका","Gaunpalika",7
77110,7,71,"Kailali",10,"Kailari","कैलारी गाउँपालिका","Gaunpalika",9
77111,7,71,"Kailali",11,"Lamkichuha","लम्कीचुहा नगरपालिका","Nagarpalika",10
77112,7,71,"Kailali",12,"Mohanyal","मोहन्याल गाउँपालिका","Gaunpalika",7
77113,7,71,"Kailali",13,"Tikapur","टिकापुर नगरपालिका","Nagarpalika",9
77201,7,72,"Kanchanpur",1,"Bedkot","वेदकोट नगरपालिका","Nagarpalika",10
77202,7,72,"Kanchanpur",2,"Belauri","बेलौरी नगरपालिका","Nagarpalika",10
77203,7,72,"Kanchanpur",3,"Beldandi","बेलडाडी गाउँपालिका","Gaunpalika",5
77204,7,72,"Kanchanpur",4,"Bhimdatta","भीमदत्त नगरपालिका","Nagarpalika",19
77205,7,72,"Kanchanpur",5,"Krishnapur","कृष्णपुर नगरपालिका","Nagarpalika",9
77206,7,72,"Kanchanpur",6,"Laljhadi","लालझाडी गाउँपालिका","Gaunpalika",6
77207,7,72,"Kanchanpur",7,"Mahakali","महाकाली नगरपालिका","Nagarpalika",19
77208,7,72,"Kanchanpur",8,"Punarbas","पुर्नवास नगरपालिका","Nagarpalika",11
77209,7,72,"Kanchanpur",9,"Shuklaphanta","शुक्लाफाँटा नगरपालिका","Nagarpalika",12
77299,7,72,"Kanchanpur",99,"Shuklaphanta National Park","","National Park",NA
77301,7,73,"Dadeldhura",1,"Ajaymeru","अजयमेरु गाउँपालिका","Gaunpalika",6
77302,7,73,"Dadeldhura",2,"Alital","आलिताल गाउँपालिका","Gaunpalika",8
77303,7,73,"Dadeldhura",3,"Amargadhi","अमरगढी नगरपालिका","Nagarpalika",11
77304,7,73,"Dadeldhura",4,"Bhageshwar","भागेश्वर गाउँपालिका","Gaunpalika",5
77305,7,73,"Dadeldhura",5,"Ganayapdhura","गन्यापधुरा गाउँपालिका","Gaunpalika",5
77306,7,73,"Dadeldhura",6,"Nawadurga","नवदुर्गा गाउँपालिका","Gaunpalika",5
77307,7,73,"Dadeldhura",7,"Parashuram","परशुराम नगरपालिका","Nagarpalika",12
77401,7,74,"Baitadi",1,"Dasharathchanda","दशरथचन्द नगरपालिका","Nagarpalika",11
77402,7,74,"Baitadi",2,"Dilasaini","डीलासैनी गाउँपालिका","Gaunpalika",7
77403,7,74,"Baitadi",3,"Dogadakedar","दोगडाकेदार गाउँपालिका","Gaunpalika",8
77404,7,74,"Baitadi",4,"Melauli","मेलौली नगरपालिका","Nagarpalika",9
77405,7,74,"Baitadi",5,"Pancheshwar","पञ्चेश्वर गाउँपालिका","Gaunpalika",6
77406,7,74,"Baitadi",6,"Patan","पाटन नगरपालिका","Nagarpalika",10
77407,7,74,"Baitadi",7,"Purchaudi","पुर्चौडी नगरपालिका","Nagarpalika",10
77408,7,74,"Baitadi",8,"Shivanath","शिवनाथ गाउँपालिका","Gaunpalika",6
77409,7,74,"Baitadi",9,"Sigas","सिगास गाउँपालिका","Gaunpalika",9
77410,7,74,"Baitadi",10,"Surnaya","सुर्नया गाउँपालिका","Gaunpalika",8
77501,7,75,"Darchula",1,"Apihimal","अपिहिमाल गाउँपालिका","Gaunpalika",6
77502,7,75,"Darchula",2,"Byas","व्यास नगरपालिका","Gaunpalika",6
77503,7,75,"Darchula",3,"Dunhu","दुहुँ गाउँपालिका","Gaunpalika",5
77504,7,75,"Darchula",4,"Lekam","लेकम गाउँपालिका","Gaunpalika",6
77505,7,75,"Darchula",5,"Mahakali","महाकाली नगरपालिका","Nagarpalika",9
77506,7,75,"Darchula",6,"Malikaarjun","मालिकार्जुन गाउँपालिका","Gaunpalika",8
77507,7,75,"Darchula",7,"Marma","मार्मा गाउँपालिका","Gaunpalika",6
77508,7,75,"Darchula",8,"Naugad","नौगाड गाउँपालिका","Gaunpalika",6
77509,7,75,"Darchula",9,"Shailyashikhar","शैल्यशिखर नगरपालिका","Nagarpalika",9
